#   
# Data with examples for FRANZ
#
# Copyright (C) June 2019, Jochen Broecker, University of Reading, UK
#
# See franz.py for more information
#
# AR-1 data with coefficient=0.9, std=1.0, leadtime=4, stratified to 2 strata along mean. Col.1: Verification, Col.2-6: Ensemble, Col.7: Strata
     7.283      4.158      0.960      1.763     -1.345      5.806      2.000
     5.754      2.351      1.979      1.354      2.821      1.618      2.000
     4.615      2.665      4.210      2.940      1.789      4.141      2.000
     6.577      0.787      2.882     -1.167      2.572      3.740      2.000
     6.781      3.840      5.498      2.747      6.242      5.723      2.000
     6.631     -0.569      4.588      3.012      1.923      5.919      2.000
     4.093     -0.576      3.430     -0.136      3.887      1.182      2.000
     4.958      5.685      1.997      4.094      4.401      7.396      2.000
     5.491      4.050      5.054      7.960      0.923      4.875      2.000
     5.623      5.022      4.941      7.734      6.589      4.639      2.000
     6.361      3.122      3.331      3.545      3.652      4.028      2.000
     6.198      3.017      3.022      0.945      4.438      2.807      2.000
     5.114      2.128      2.954      2.636      3.933      2.728      2.000
     5.712      3.321      4.872      6.072      3.566      1.566      2.000
     5.692      4.228      3.764      5.358      4.800      6.224      2.000
     4.676      6.618      3.740      6.446      4.776      3.899      2.000
     3.319      2.696      2.105      2.589      3.076      3.913      2.000
     1.353      4.327      2.997      6.192      3.289      3.734      2.000
     2.447      6.411      4.827      1.768      4.526      6.091      2.000
     2.060      3.070      2.464      3.933      2.781      2.738      2.000
     3.076      1.567      2.124     -0.120     -1.605      1.091      2.000
     1.277      0.499      1.550     -0.564      3.007     -0.530      2.000
     1.172      2.177      4.380      1.348     -2.511      1.967      2.000
     1.188      2.118      0.356      0.735      3.082      0.763      2.000
     1.082      3.670     -0.023      3.439     -2.535     -1.358      2.000
     0.546      0.621      1.084      0.322      0.663      2.353      2.000
     1.291     -0.698     -2.117      2.995      0.587     -1.024      2.000
     1.095     -0.050      2.292     -1.337      0.228      0.991      2.000
    -0.040     -0.442      1.887      3.277      2.453      0.118      2.000
    -0.383      0.376     -0.828     -2.074      0.044      0.866      1.000
    -0.373      0.675      0.425     -0.474     -1.279      0.060      2.000
     0.578     -3.031      0.600     -1.799     -0.389     -2.061      1.000
     0.386     -1.173     -2.879     -0.537     -2.503     -1.141      1.000
    -0.669      0.888      2.014      3.106     -1.717     -0.632      2.000
    -1.203     -0.372     -0.435      1.795     -0.383      0.031      2.000
    -1.335     -0.143     -1.702      0.439      1.781     -3.651      1.000
    -2.607      0.317      0.987      1.138      0.759      2.413      2.000
    -3.714     -0.465     -0.592     -1.464     -0.875     -0.772      1.000
    -2.477     -1.082     -3.514      1.812      1.714     -2.188      1.000
    -2.161     -0.038     -1.349      1.310     -0.092     -1.225      1.000
    -1.796     -1.556     -1.005      0.479     -1.993     -1.106      1.000
    -1.434      1.514     -1.312     -1.163     -2.433     -3.931      1.000
    -1.905     -2.261     -0.993     -2.176     -2.181     -2.726      1.000
    -0.625     -0.228     -2.080      0.191     -0.356     -0.658      1.000
    -1.808     -2.651     -3.854      1.596     -2.322     -2.053      1.000
    -1.300     -2.140     -2.609     -2.914      1.916      2.766      1.000
    -1.659     -1.251      0.145     -2.264     -0.038     -2.348      1.000
    -1.265     -0.762     -3.314     -1.293      0.071      0.818      1.000
    -1.768     -4.202     -0.436      1.613     -2.495     -3.605      1.000
    -3.652      0.390     -1.801     -2.582     -2.885     -1.416      1.000
    -2.425     -2.929      0.336     -1.931     -1.671     -0.682      1.000
    -1.948      2.548     -0.799      1.120     -1.588     -1.831      1.000
    -2.082     -2.632     -0.302     -0.107     -0.630     -4.353      1.000
    -1.064     -4.305      0.827     -1.748      1.350     -3.887      1.000
    -1.924     -2.651     -1.824     -0.944     -1.191     -1.628      1.000
    -1.313      0.264     -3.070     -1.741     -5.933     -3.550      1.000
    -2.092     -1.287     -0.842     -2.319      0.090     -2.542      1.000
    -0.100     -0.388      0.945     -1.405     -3.915     -2.585      1.000
    -0.326     -1.143      1.312     -1.125      2.078     -1.597      2.000
    -0.129      0.238     -3.614     -1.369      0.367     -2.669      1.000
    -1.390     -6.868     -1.317      0.755     -2.326      0.227      1.000
    -0.957     -1.639     -3.577      2.984      4.877      0.251      2.000
    -1.577     -0.440     -0.218     -2.221      3.162     -0.106      2.000
     0.509     -0.545     -0.066     -0.259     -0.134      1.525      2.000
    -1.318     -0.146      0.287      0.271      2.557     -0.688      2.000
    -0.591     -3.056      1.168     -3.374     -0.617     -3.059      1.000
    -0.502      0.176     -2.458      0.504     -3.519     -5.060      1.000
     0.303      0.712      2.728     -1.865      2.691      0.673      2.000
     0.263     -0.787      0.157     -0.243     -1.747     -0.787      1.000
     0.955      1.143     -2.723     -0.553     -1.282     -2.328      1.000
     2.035     -1.944      1.517      2.010     -1.135      1.155      2.000
     1.908     -0.481     -0.701      3.155      0.751      0.231      2.000
     1.869      3.843      2.878      0.041      0.134     -0.415      2.000
     1.863      0.194      0.229      2.327     -0.244      2.244      2.000
     0.748      2.870     -0.122      1.213      4.250     -0.050      2.000
    -1.330      1.110      0.053      0.252      1.859      1.317      2.000
    -1.721      0.081      2.978     -0.013     -0.599      3.015      2.000
     0.496     -2.046      3.622     -0.791      0.755      4.795      2.000
     1.258     -0.237      3.551      1.402     -2.661      3.839      2.000
     1.545      1.608      0.012     -0.437     -3.174     -1.869      1.000
     1.636     -2.255     -3.124     -2.335     -0.556     -0.050      1.000
     1.526      1.482      1.366     -3.928      1.191      0.751      2.000
     1.706      2.652     -0.905      0.270     -2.500      2.508      2.000
     4.057      2.323     -1.124      0.988      3.393     -2.167      2.000
     4.070      2.357     -0.527      1.223     -1.057      4.500      2.000
     2.324      0.496      2.782      1.604     -1.429      2.064      2.000
     1.366      1.454      0.969     -1.470      3.556     -1.526      2.000
     2.310      3.258      4.502      4.829      0.344      4.797      2.000
     2.670      3.644      1.382      2.302      5.164     -1.015      2.000
     1.992      3.382      0.274      0.440     -2.060      1.802      2.000
     1.047      0.680      1.917     -0.084      2.207     -0.935      2.000
     2.257      3.348      6.524      0.853      4.930      0.600      2.000
     1.647      4.914      1.450      1.194      4.508      3.402      2.000
     0.569     -0.458     -1.015      1.149      2.615      2.450      2.000
    -0.620      1.911      2.423     -2.502      0.598     -2.326      2.000
    -1.312      2.815      4.016     -0.526      1.623      3.297      2.000
    -1.542     -0.814      0.132      1.156      1.055      3.121      2.000
    -1.151      0.563      2.744      0.042      0.538      3.468      2.000
    -2.018     -3.766      2.749     -2.460      1.839     -2.604      1.000
    -2.003     -0.979     -1.601     -1.035      0.731      0.261      1.000
    -2.962     -1.240     -2.358     -0.641     -0.309     -1.530      1.000
    -2.811     -2.489      0.339     -1.204     -1.314      2.375      1.000
    -4.322     -1.742      0.082     -1.983     -0.011     -3.745      1.000
    -3.498      0.977      1.138     -0.174     -1.171     -1.272      1.000
    -1.281     -4.288     -4.251     -5.052     -1.120      1.071      1.000
    -2.365      0.035     -2.269     -1.809     -3.719     -1.629      1.000
    -2.056     -5.361     -4.216     -2.139     -3.691     -1.790      1.000
    -2.018     -2.662     -0.854     -3.030     -1.531     -2.048      1.000
     0.183      1.450      0.913     -2.359     -0.161      1.442      2.000
     0.160     -3.375     -1.461      1.928     -2.636     -1.474      1.000
     1.987      0.311      0.103      0.067     -0.333     -1.855      2.000
