1    0.30
1    0.40
1    0.50
0    0.80
1    0.70
1    0.50
1    0.80
1    0.90
1    0.95
1    0.90
1    0.95
0    0.90
0    0.70
0    0.50
0    0.10
0    0.10
1    0.20
0    0.30
0    0.50
0    0.30
0    0.20
0    0.10
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.20
0    0.20
0    0.40
0    0.50
0    0.40
0    0.40
1    0.40
1    0.50
1    0.50
1    0.70
1    0.80
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.90
1    0.90
1    0.90
1    0.70
1    0.60
1    0.70
1    0.80
0    0.70
0    0.60
0    0.20
0    0.30
0    0.20
0    0.20
0    0.40
0    0.20
0    0.05
0    0.05
0    0.05
0    0.05
0    0.10
0    0.10
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.10
0    0.10
0    0.10
0    0.20
0    0.40
0    0.40
1    0.30
1    0.30
1    0.60
1    0.90
1    0.70
1    0.70
1    0.60
1    0.60
1    0.70
1    0.80
1    0.90
1    0.90
1    0.90
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.90
1    0.80
1    0.80
1    0.70
1    0.80
1    0.70
1    0.50
1    0.70
0    0.60
0    0.50
0    0.30
0    0.20
0    0.10
1    0.30
1    0.50
0    0.60
1    0.90
0    0.40
0    0.50
0    0.20
0    0.10
0    0.10
0    0.10
0    0.10
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.10
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.10
0    0.30
1    0.30
1    0.30
1    0.70
1    0.70
1    0.90
1    0.90
1    0.80
1    0.60
1    0.60
1    0.50
0    0.50
1    0.60
0    0.40
0    0.60
0    0.40
0    0.30
0    0.10
0    0.20
0    0.20
0    0.10
1    0.10
1    0.50
1    0.50
1    0.80
1    0.90
1    0.90
1    0.90
1    0.95
1    0.95
1    0.90
1    0.70
1    0.90
1    0.95
1    0.90
1    0.90
1    0.95
1    0.90
0    0.80
0    0.60
1    0.30
1    0.20
1    0.50
1    0.60
1    0.80
1    0.70
1    0.70
1    0.90
1    0.80
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.90
1    0.90
1    0.90
1    0.90
1    0.90
1    0.70
1    0.90
1    0.80
1    0.90
1    0.80
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.70
0    0.90
1    0.80
1    0.40
1    0.50
0    0.50
0    0.60
0    0.30
0    0.40
0    0.20
0    0.20
0    0.30
0    0.20
0    0.10
0    0.20
0    0.20
0    0.20
0    0.20
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.10
0    0.10
0    0.10
0    0.20
0    0.30
0    0.10
0    0.05
0    0.05
0    0.05
0    0.05
0    0.05
0    0.10
0    0.10
0    0.10
0    0.10
0    0.30
0    0.30
0    0.30
0    0.10
0    0.05
0    0.10
0    0.10
0    0.20
1    0.40
1    0.30
1    0.60
1    0.60
1    0.60
1    0.90
1    0.80
1    0.90
1    0.95
1    0.90
1    0.90
0    0.90
1    0.80
1    0.50
1    0.80
1    0.80
1    0.90
1    0.70
1    0.80
1    0.90
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.70
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.90
1    0.80
1    0.90
1    0.60
1    0.70
1    0.80
1    0.90
1    0.90
1    0.90
1    0.70
0    0.70
0    0.60
0    0.50
0    0.20
0    0.30
0    0.10
0    0.10
1    0.20
1    0.10
1    0.50
1    0.70
1    0.90
1    0.90
1    0.70
1    0.90
1    0.80
1    0.80
0    0.90
1    0.70
0    0.50
0    0.60
0    0.50
0    0.30
0    0.20
0    0.10
0    0.30
0    0.40
1    0.30
1    0.10
1    0.60
1    0.50
1    0.50
1    0.70
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.90
1    0.80
1    0.90
1    0.90
1    0.80
1    0.90
1    0.90
1    0.90
0    0.70
0    0.60
0    0.30
0    0.20
1    0.10
0    0.40
1    0.60
1    0.30
1    0.70
0    0.70
0    0.80
1    0.50
1    0.30
1    0.70
0    0.70
0    0.70
0    0.50
0    0.30
1    0.50
0    0.10
0    0.60
0    0.30
0    0.20
0    0.20
0    0.20
0    0.30
0    0.30
0    0.20
0    0.20
0    0.40
0    0.40
0    0.30
0    0.20
0    0.10
0    0.10
1    0.10
0    0.10
0    0.60
0    0.30
0    0.40
0    0.30
0    0.40
0    0.30
0    0.50
0    0.30
0    0.10
0    0.10
0    0.30
0    0.10
0    0.20
0    0.20
0    0.20
0    0.10
0    0.10
0    0.10
0    0.05
0    0.10
0    0.20
1    0.40
1    0.40
1    0.70
1    0.90
1    0.70
1    0.70
1    0.60
1    0.70
1    0.90
1    0.80
1    0.90
0    0.70
0    0.60
0    0.50
0    0.40
0    0.30
1    0.30
0    0.10
1    0.50
1    0.50
1    0.60
1    0.60
1    0.50
1    0.80
1    0.80
0    0.60
0    0.80
0    0.50
0    0.20
0    0.20
0    0.50
0    0.30
0    0.10
0    0.10
0    0.20
0    0.30
0    0.30
0    0.30
0    0.10
0    0.10
0    0.30
0    0.20
0    0.30
0    0.30
0    0.20
0    0.10
0    0.40
0    0.20
1    0.10
1    0.40
0    0.60
0    0.70
0    0.40
0    0.20
0    0.30
1    0.10
1    0.30
1    0.60
1    0.80
1    0.80
1    0.95
1    0.95
1    0.90
1    0.90
1    0.90
1    0.60
1    0.50
1    0.90
1    0.90
1    0.95
1    0.95
1    0.90
1    0.80
1    0.90
1    0.90
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.80
1    0.80
1    0.90
1    0.90
1    0.70
1    0.90
1    0.80
0    0.80
0    0.60
0    0.20
0    0.10
0    0.10
0    0.10
0    0.20
0    0.10
0    0.30
0    0.20
1    0.30
0    0.50
1    0.60
0    0.30
0    0.50
0    0.10
1    0.20
1    0.30
1    0.50
1    0.90
1    0.70
1    0.90
1    0.90
1    0.90
1    0.95
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.80
1    0.90
1    0.80
1    0.70
0    0.60
1    0.50
0    0.40
0    0.60
1    0.30
1    0.30
1    0.60
1    0.70
1    0.80
1    0.90
1    0.95
1    0.90
1    0.90
1    0.70
1    0.60
1    0.80
1    0.95
0    0.90
1    0.80
1    0.40
1    0.60
1    0.90
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.90
1    0.90
1    0.80
1    0.90
0    0.70
0    0.60
0    0.30
1    0.30
1    0.20
1    0.60
1    0.60
1    0.80
1    0.90
1    0.95
1    0.90
1    0.90
1    0.80
1    0.60
0    0.70
0    0.70
0    0.30
1    0.20
0    0.30
1    0.50
0    0.30
1    0.50
1    0.40
1    0.80
1    0.70
0    0.50
0    0.50
0    0.10
0    0.10
0    0.20
0    0.20
1    0.10
1    0.30
0    0.60
1    0.70
0    0.40
0    0.60
0    0.20
0    0.10
0    0.30
0    0.10
0    0.30
0    0.30
0    0.05
0    0.10
0    0.20
0    0.40
0    0.40
0    0.30
1    0.30
0    0.20
1    0.60
1    0.30
1    0.60
1    0.60
1    0.90
1    0.95
1    0.95
1    0.80
1    0.90
1    0.80
1    0.90
1    0.90
1    0.95
1    0.95
1    0.95
1    0.90
1    0.80
1    0.90
1    0.80
1    0.50
1    0.60
1    0.70
1    0.70
1    0.60
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.95
1    0.95
1    0.95
1    0.95
1    0.90
1    0.80
1    0.70
1    0.70
1    0.70
